Date,Open,High,Low,Close,Adj Close,Volume
2016-04-11,4294.120117,4338.810059,4263.080078,4312.629883,4312.629883,103360100
2016-04-12,4317.500000,4348.399902,4269.100098,4345.910156,4345.910156,121266000
2016-04-13,4407.029785,4490.310059,4404.580078,4490.310059,4490.310059,154790600
2016-04-14,4487.220215,4515.000000,4473.350098,4511.509766,4511.509766,125164800
2016-04-15,4502.160156,4508.160156,4482.330078,4495.169922,4495.169922,110271800
2016-04-18,4425.250000,4517.080078,4424.759766,4506.839844,4506.839844,92413600
2016-04-19,4521.600098,4577.870117,4521.600098,4566.479980,4566.479980,115227500
2016-04-20,4546.350098,4596.330078,4538.430176,4591.919922,4591.919922,115806900
2016-04-21,4607.689941,4607.689941,4551.330078,4582.830078,4582.830078,124963900
2016-04-22,4578.819824,4580.520020,4553.589844,4569.660156,4569.660156,100028400
2016-04-25,4561.919922,4574.459961,4522.229980,4546.120117,4546.120117,87927900
2016-04-26,4557.000000,4579.120117,4515.399902,4533.180176,4533.180176,100430500
2016-04-27,4534.990234,4564.700195,4525.790039,4559.399902,4559.399902,106492200
2016-04-28,4520.250000,4557.359863,4482.370117,4557.359863,4557.359863,111361900
2016-04-29,4500.430176,4508.830078,4428.589844,4428.959961,4428.959961,128212700
2016-05-02,4455.759766,4458.740234,4429.470215,4442.750000,4442.750000,63246300
2016-05-03,4435.000000,4437.649902,4364.009766,4371.979980,4371.979980,107768800
2016-05-04,4365.200195,4387.750000,4317.279785,4324.229980,4324.229980,116952000
2016-05-05,4321.359863,4346.200195,4303.250000,4319.459961,4319.459961,79774300
2016-05-06,4290.410156,4311.490234,4245.169922,4301.240234,4301.240234,111464700
2016-05-09,4322.689941,4363.560059,4302.959961,4322.810059,4322.810059,112215100
2016-05-10,4338.049805,4374.750000,4320.290039,4338.209961,4338.209961,104155500
2016-05-11,4335.140137,4340.580078,4289.379883,4316.669922,4316.669922,93288200
2016-05-12,4295.740234,4361.879883,4266.959961,4293.270020,4293.270020,103302300
2016-05-13,4264.770020,4335.149902,4253.129883,4319.990234,4319.990234,99597300
2016-05-16,4290.649902,4316.279785,4269.629883,4312.279785,4312.279785,48829700
2016-05-17,4325.109863,4362.330078,4273.859863,4297.569824,4297.569824,101426100
2016-05-18,4275.390137,4322.229980,4267.709961,4319.299805,4319.299805,87238900
2016-05-19,4292.250000,4314.229980,4274.569824,4282.540039,4282.540039,101435500
2016-05-20,4323.620117,4353.899902,4312.500000,4353.899902,4353.899902,109632000
2016-05-23,4344.890137,4357.080078,4300.180176,4325.100098,4325.100098,78807700
2016-05-24,4309.299805,4440.649902,4300.419922,4431.520020,4431.520020,104153000
2016-05-25,4457.850098,4490.169922,4445.790039,4481.640137,4481.640137,107680300
2016-05-26,4478.169922,4513.770020,4477.020020,4512.640137,4512.640137,103885200
2016-05-27,4498.430176,4518.220215,4493.060059,4514.740234,4514.740234,85290900
2016-05-30,4507.089844,4531.180176,4503.520020,4529.399902,4529.399902,39995000
2016-05-31,4532.319824,4536.629883,4496.859863,4505.620117,4505.620117,122220900
2016-06-01,4502.839844,4507.220215,4458.299805,4475.390137,4475.390137,92411400
2016-06-02,4468.839844,4486.560059,4447.620117,4466.000000,4466.000000,93613500
2016-06-03,4477.830078,4492.200195,4396.629883,4421.779785,4421.779785,111642400
2016-06-06,4407.009766,4435.629883,4407.009766,4423.379883,4423.379883,73061400
2016-06-07,4443.410156,4486.470215,4441.209961,4475.859863,4475.859863,96308900
2016-06-08,4461.279785,4473.290039,4435.350098,4448.729980,4448.729980,93531800
2016-06-09,4437.020020,4438.379883,4394.520020,4405.609863,4405.609863,95370600
2016-06-10,4390.810059,4390.810059,4301.100098,4306.720215,4306.720215,119451700
2016-06-13,4253.979980,4275.970215,4227.020020,4227.020020,4227.020020,115884600
2016-06-14,4175.209961,4199.540039,4127.870117,4130.330078,4130.330078,136119700
2016-06-15,4172.729980,4204.009766,4162.020020,4171.580078,4171.580078,122586800
2016-06-16,4116.500000,4162.370117,4109.819824,4153.009766,4153.009766,117520700
2016-06-17,4179.439941,4218.529785,4170.169922,4193.830078,4193.830078,196645100
2016-06-20,4301.189941,4351.209961,4292.919922,4340.759766,4340.759766,114524100
2016-06-21,4335.890137,4382.910156,4321.459961,4367.240234,4367.240234,99917600
2016-06-22,4398.399902,4416.979980,4372.350098,4380.029785,4380.029785,92072300
2016-06-23,4404.680176,4490.549805,4392.520020,4465.899902,4465.899902,124533400
2016-06-24,4114.580078,4198.899902,4007.969971,4106.729980,4106.729980,415775700
2016-06-27,4073.719971,4115.470215,4012.199951,4030.300049,4030.300049,130042900
2016-06-28,4074.360107,4119.080078,4059.899902,4088.850098,4088.850098,179309200
2016-06-29,4139.370117,4206.350098,4128.080078,4195.319824,4195.319824,142748500
2016-06-30,4182.109863,4249.529785,4155.450195,4237.479980,4237.479980,146298700
2016-07-01,4261.089844,4288.720215,4218.100098,4273.959961,4273.959961,116072800
2016-07-04,4288.500000,4288.660156,4233.000000,4234.859863,4234.859863,74903000
2016-07-05,4203.970215,4216.060059,4148.790039,4163.419922,4163.419922,111925400
2016-07-06,4127.200195,4153.410156,4062.070068,4085.300049,4085.300049,138773700
2016-07-07,4115.500000,4167.879883,4110.240234,4117.850098,4117.850098,99510400
2016-07-08,4106.649902,4210.339844,4102.680176,4190.680176,4190.680176,112231900
2016-07-11,4221.220215,4271.709961,4207.370117,4264.529785,4264.529785,93378500
2016-07-12,4272.450195,4342.669922,4270.990234,4331.379883,4331.379883,129060400
2016-07-13,4329.529785,4358.669922,4321.899902,4335.259766,4335.259766,116377200
2016-07-14,4375.669922,4402.229980,4345.439941,4385.520020,4385.520020,93281800
2016-07-15,4367.430176,4383.689941,4342.770020,4372.509766,4372.509766,85684600
2016-07-18,4375.089844,4408.129883,4334.359863,4357.740234,4357.740234,70379900
2016-07-19,4345.399902,4357.339844,4304.200195,4330.129883,4330.129883,84731100
2016-07-20,4354.569824,4391.569824,4333.359863,4379.759766,4379.759766,84591000
2016-07-21,4382.160156,4389.899902,4340.939941,4376.250000,4376.250000,89183000
2016-07-22,4365.379883,4398.270020,4345.229980,4381.100098,4381.100098,71605600
2016-07-25,4381.629883,4419.770020,4368.060059,4388.000000,4388.000000,77833000
2016-07-26,4385.319824,4405.660156,4353.620117,4394.770020,4394.770020,88135600
2016-07-27,4424.600098,4469.899902,4424.600098,4446.959961,4446.959961,109101100
2016-07-28,4447.209961,4474.669922,4420.580078,4420.580078,4420.580078,107115100
2016-07-29,4429.490234,4439.810059,4408.379883,4439.810059,4439.810059,124920500
2016-08-01,4469.990234,4477.439941,4395.330078,4409.169922,4409.169922,86698300
2016-08-02,4395.859863,4398.200195,4320.890137,4327.990234,4327.990234,105645700
2016-08-03,4346.310059,4347.939941,4293.339844,4321.080078,4321.080078,101785300
2016-08-04,4344.180176,4359.790039,4324.810059,4345.629883,4345.629883,85093300
2016-08-05,4362.939941,4416.660156,4361.580078,4410.549805,4410.549805,90951100
2016-08-08,4419.020020,4441.160156,4407.319824,4415.459961,4415.459961,70007000
2016-08-09,4412.859863,4468.339844,4410.720215,4468.069824,4468.069824,77065400
2016-08-10,4443.379883,4465.890137,4440.560059,4452.009766,4452.009766,68145500
2016-08-11,4471.299805,4503.950195,4446.459961,4503.950195,4503.950195,68621600
2016-08-12,4501.060059,4510.060059,4490.450195,4500.189941,4500.189941,62472700
2016-08-15,4503.649902,4528.000000,4494.490234,4497.859863,4497.859863,43395900
2016-08-16,4476.069824,4499.589844,4457.250000,4460.439941,4460.439941,75577600
2016-08-17,4475.129883,4478.580078,4415.330078,4417.680176,4417.680176,66460000
2016-08-18,4441.200195,4447.250000,4413.060059,4437.060059,4437.060059,62662600
2016-08-19,4436.089844,4436.870117,4373.750000,4400.520020,4400.520020,74256600
2016-08-22,4397.390137,4443.069824,4377.700195,4389.939941,4389.939941,65669900
2016-08-23,4406.339844,4436.149902,4404.000000,4421.450195,4421.450195,67974600
2016-08-24,4389.169922,4453.729980,4382.709961,4435.470215,4435.470215,66667600
2016-08-25,4414.410156,4415.310059,4377.790039,4406.609863,4406.609863,64056700
2016-08-26,4399.459961,4455.609863,4387.709961,4441.870117,4441.870117,71774700
2016-08-29,4421.459961,4437.819824,4390.040039,4424.250000,4424.250000,48533900
2016-08-30,4439.680176,4475.020020,4438.419922,4457.490234,4457.490234,75965200
2016-08-31,4451.399902,4486.839844,4438.220215,4438.220215,4438.220215,112516300
2016-09-01,4448.029785,4490.910156,4421.970215,4439.669922,4439.669922,107456600
2016-09-02,4461.290039,4548.040039,4446.500000,4542.169922,4542.169922,105485900
2016-09-05,4550.819824,4566.549805,4541.080078,4541.080078,4541.080078,75716900
2016-09-06,4556.350098,4557.950195,4523.439941,4529.959961,4529.959961,71272600
2016-09-07,4536.950195,4561.359863,4520.209961,4557.660156,4557.660156,75442800
2016-09-08,4554.149902,4569.620117,4485.470215,4542.200195,4542.200195,94568300
2016-09-09,4531.419922,4541.759766,4481.089844,4491.399902,4491.399902,90844400
2016-09-12,4415.229980,4439.799805,4386.109863,4439.799805,4439.799805,98367100
2016-09-13,4463.259766,4470.259766,4387.180176,4387.180176,4387.180176,91945600
2016-09-14,4407.450195,4407.479980,4360.950195,4370.259766,4370.259766,107154600
2016-09-15,4357.290039,4381.540039,4341.040039,4373.220215,4373.220215,102309100
2016-09-16,4359.870117,4380.129883,4310.879883,4332.450195,4332.450195,208077200
2016-09-19,4368.850098,4398.970215,4368.850098,4394.189941,4394.189941,80744000
2016-09-20,4383.310059,4419.899902,4375.569824,4388.600098,4388.600098,72813000
2016-09-21,4439.700195,4451.319824,4408.299805,4409.549805,4409.549805,82277500
2016-09-22,4444.500000,4528.890137,4443.669922,4509.819824,4509.819824,112714500
2016-09-23,4494.500000,4498.350098,4476.859863,4488.689941,4488.689941,84998800
2016-09-26,4455.589844,4455.589844,4402.129883,4407.850098,4407.850098,86235100
2016-09-27,4436.000000,4438.589844,4362.930176,4398.680176,4398.680176,91773800
2016-09-28,4413.120117,4460.830078,4413.120117,4432.450195,4432.450195,78464100
2016-09-29,4490.549805,4505.299805,4434.089844,4443.839844,4443.839844,80427600
2016-09-30,4383.700195,4463.390137,4342.640137,4448.259766,4448.259766,123077700
2016-10-03,4447.540039,4465.290039,4432.770020,4453.560059,4453.560059,61707600
2016-10-04,4458.669922,4521.359863,4453.669922,4503.089844,4503.089844,95873900
2016-10-05,4462.720215,4499.379883,4441.250000,4489.950195,4489.950195,98277700
2016-10-06,4500.359863,4511.879883,4470.120117,4480.100098,4480.100098,102183900
2016-10-07,4480.529785,4487.180176,4444.319824,4449.910156,4449.910156,117429400
2016-10-10,4458.069824,4500.459961,4428.729980,4497.259766,4497.259766,87470600
2016-10-11,4490.830078,4520.180176,4469.299805,4471.740234,4471.740234,98600200
2016-10-12,4467.089844,4474.200195,4442.020020,4452.240234,4452.240234,99238700
2016-10-13,4421.810059,4421.810059,4370.649902,4405.169922,4405.169922,106795500
2016-10-14,4424.250000,4497.649902,4424.250000,4470.919922,4470.919922,92119400
2016-10-17,4452.720215,4474.330078,4439.910156,4450.229980,4450.229980,69410300
2016-10-18,4479.680176,4515.609863,4474.839844,4508.910156,4508.910156,90352900
2016-10-19,4513.490234,4528.970215,4495.939941,4520.299805,4520.299805,83323600
2016-10-20,4528.660156,4552.240234,4500.649902,4540.120117,4540.120117,96874000
2016-10-21,4546.649902,4555.109863,4517.799805,4536.069824,4536.069824,104200100
2016-10-24,4551.729980,4579.279785,4551.729980,4552.580078,4552.580078,83826400
2016-10-25,4560.459961,4570.629883,4528.029785,4540.839844,4540.839844,91091900
2016-10-26,4523.959961,4539.069824,4496.970215,4534.589844,4534.589844,89958800
2016-10-27,4526.339844,4556.740234,4502.549805,4533.569824,4533.569824,99701500
2016-10-28,4515.250000,4554.350098,4504.500000,4548.580078,4548.580078,96304300
2016-10-31,4525.600098,4540.259766,4500.189941,4509.259766,4509.259766,88366600
2016-11-01,4532.339844,4537.990234,4460.540039,4470.279785,4470.279785,79346900
2016-11-02,4437.990234,4449.439941,4414.669922,4414.669922,4414.669922,96987600
2016-11-03,4402.790039,4456.209961,4399.290039,4411.680176,4411.680176,101390600
2016-11-04,4403.160156,4403.640137,4355.810059,4377.459961,4377.459961,101731700
2016-11-07,4440.109863,4464.229980,4430.129883,4461.209961,4461.209961,89701700
2016-11-08,4454.580078,4482.589844,4446.390137,4476.890137,4476.890137,112800500
2016-11-09,4350.069824,4543.479980,4344.879883,4543.479980,4543.479980,204613400
2016-11-10,4577.009766,4606.660156,4502.740234,4530.950195,4530.950195,225207100
2016-11-11,4545.049805,4553.790039,4473.350098,4489.270020,4489.270020,121053300
2016-11-14,4528.049805,4560.879883,4492.029785,4508.549805,4508.549805,132886300
2016-11-15,4524.979980,4541.459961,4504.350098,4536.529785,4536.529785,112077800
2016-11-16,4545.890137,4548.830078,4479.939941,4501.140137,4501.140137,102195100
2016-11-17,4494.529785,4527.770020,4482.580078,4527.770020,4527.770020,88436200
2016-11-18,4547.049805,4551.629883,4496.740234,4504.350098,4504.350098,106645000
2016-11-21,4525.459961,4540.899902,4479.689941,4529.580078,4529.580078,84146400
2016-11-22,4561.700195,4571.790039,4541.580078,4548.350098,4548.350098,125792600
2016-11-23,4557.930176,4559.209961,4509.020020,4529.209961,4529.209961,102199800
2016-11-24,4537.270020,4552.040039,4520.490234,4542.560059,4542.560059,57005200
2016-11-25,4548.850098,4555.470215,4524.339844,4550.270020,4550.270020,64855700
2016-11-28,4544.089844,4545.140137,4499.200195,4510.390137,4510.390137,82981500
2016-11-29,4506.910156,4551.459961,4494.370117,4551.459961,4551.459961,89267600
2016-11-30,4548.979980,4597.540039,4547.580078,4578.339844,4578.339844,143644100
2016-12-01,4571.200195,4582.830078,4541.020020,4560.609863,4560.609863,111644600
2016-12-02,4527.839844,4545.250000,4490.149902,4528.819824,4528.819824,102067200
2016-12-05,4506.660156,4605.560059,4502.200195,4574.319824,4574.319824,111540300
2016-12-06,4576.870117,4639.910156,4558.899902,4631.939941,4631.939941,122977200
2016-12-07,4676.609863,4694.720215,4658.729980,4694.720215,4694.720215,141483500
2016-12-08,4709.890137,4748.509766,4688.580078,4735.479980,4735.479980,149634900
2016-12-09,4741.100098,4780.520020,4737.379883,4764.069824,4764.069824,121620200
2016-12-12,4769.839844,4780.950195,4754.149902,4760.770020,4760.770020,98372500
2016-12-13,4754.220215,4807.879883,4746.549805,4803.870117,4803.870117,110469000
2016-12-14,4778.959961,4790.629883,4765.009766,4769.240234,4769.240234,109393800
2016-12-15,4776.830078,4830.299805,4776.330078,4819.229980,4819.229980,141188300
2016-12-16,4815.350098,4856.959961,4804.700195,4833.270020,4833.270020,206338400
2016-12-19,4820.490234,4829.549805,4812.080078,4822.770020,4822.770020,94842000
2016-12-20,4822.299805,4852.580078,4815.229980,4849.890137,4849.890137,87772700
2016-12-21,4831.560059,4851.520020,4821.240234,4833.819824,4833.819824,66626600
2016-12-22,4825.149902,4841.649902,4818.810059,4834.629883,4834.629883,65716200
2016-12-23,4837.410156,4844.799805,4825.930176,4839.680176,4839.680176,48362600
2016-12-27,4840.169922,4852.549805,4837.000000,4848.279785,4848.279785,35125700
2016-12-28,4846.140137,4851.509766,4840.140137,4848.009766,4848.009766,49371200
2016-12-29,4824.750000,4845.669922,4822.290039,4838.470215,4838.470215,45150100
2016-12-30,4837.680176,4864.290039,4825.140137,4862.310059,4862.310059,53055000
2017-01-02,4845.959961,4896.009766,4843.930176,4882.379883,4882.379883,34310400
2017-01-03,4904.770020,4929.600098,4896.109863,4899.330078,4899.330078,82609500
2017-01-04,4912.950195,4913.939941,4879.229980,4899.399902,4899.399902,77276800
2017-01-05,4881.720215,4905.839844,4874.790039,4900.640137,4900.640137,88092000
2017-01-06,4885.189941,4911.490234,4874.419922,4909.839844,4909.839844,73709000
2017-01-09,4915.350098,4915.600098,4867.830078,4887.569824,4887.569824,72709600
2017-01-10,4894.450195,4906.149902,4868.500000,4888.229980,4888.229980,92809300
2017-01-11,4890.040039,4916.479980,4856.500000,4888.709961,4888.709961,99652700
2017-01-12,4873.009766,4889.209961,4857.439941,4863.970215,4863.970215,99417200
2017-01-13,4889.450195,4924.580078,4883.060059,4922.490234,4922.490234,106285900
2017-01-16,4883.430176,4911.390137,4879.799805,4882.180176,4882.180176,71928500
2017-01-17,4865.189941,4889.160156,4841.680176,4859.689941,4859.689941,87737000
2017-01-18,4874.310059,4875.740234,4827.109863,4853.399902,4853.399902,88911500
2017-01-19,4859.759766,4867.580078,4829.819824,4841.140137,4841.140137,95638900
2017-01-20,4834.299805,4869.379883,4818.879883,4850.669922,4850.669922,117756800
2017-01-23,4816.979980,4842.970215,4800.390137,4821.410156,4821.410156,78546600
2017-01-24,4831.950195,4840.500000,4816.729980,4830.029785,4830.029785,87954000
2017-01-25,4865.089844,4890.160156,4854.549805,4877.669922,4877.669922,114294300
2017-01-26,4891.859863,4901.069824,4855.759766,4867.240234,4867.240234,94017900
2017-01-27,4867.310059,4867.310059,4829.700195,4839.979980,4839.979980,79429000
2017-01-30,4823.500000,4830.689941,4771.979980,4784.640137,4784.640137,83384600
2017-01-31,4790.279785,4812.549805,4748.899902,4748.899902,4748.899902,98487800
2017-02-01,4786.850098,4823.810059,4782.609863,4794.580078,4794.580078,97905700
2017-02-02,4785.140137,4812.310059,4774.180176,4794.290039,4794.290039,98607300
2017-02-03,4808.459961,4847.470215,4803.910156,4825.419922,4825.419922,80815700
2017-02-06,4829.680176,4841.169922,4773.350098,4778.080078,4778.080078,76878800
2017-02-07,4762.169922,4787.939941,4750.029785,4754.470215,4754.470215,83945400
2017-02-08,4768.000000,4790.290039,4733.819824,4766.600098,4766.600098,102120800
2017-02-09,4793.009766,4831.310059,4769.859863,4826.240234,4826.240234,100798200
